"npi","pathsegment","name","assignmenttype","path","providerpersonid","level","pcpind","claimsrecord","inserttimestamp","grouper1value","grouper2value","grouper3value","grouper1name","grouper2name","grouper3name","activeind","outreachenabledind","outreachpracticename","outreachpracticephone","updatetimestamp"
"1427028372","057CE28AFE4D85EAC11C38A5C71871DE","HYSOM, SIDNEY","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/057CE28AFE4D85EAC11C38A5C71871DE","105879","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1407136310","058DF3989FA208C1ED5F9D691C317E8C","TESKA, BRODY","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/058DF3989FA208C1ED5F9D691C317E8C","105383","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1063483436","058F5F54A93FA75AB08207DF0B0AD358","ANGERON, THORNTON","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/058F5F54A93FA75AB08207DF0B0AD358","33200","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
,"0593F77EF61361CE3A3D081B5F2E611E","GATEWAY HEALTH CENTER, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0593F77EF61361CE3A3D081B5F2E611E","92801","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1417118860","059A0378CBD8E40F4D5444C284D0FF51","CASTANER, JOSIE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/059A0378CBD8E40F4D5444C284D0FF51","74637","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1427478684","05A0C5311FCC7F1A4D5A8C2D12C91302","KIRCHENBAUER, TAYLOR","Supplied","/05724AADFD5A7F4673CCA89A4946BDBB/A512E6DBBF7B4556ACE30686628546FD/B98C8B2C4EB060B2853BCD42D16D9ED1/05A0C5311FCC7F1A4D5A8C2D12C91302",,"3","1","1","2025-12-05 22:28:49.719","05724AADFD5A7F4673CCA89A4946BDBB","A512E6DBBF7B4556ACE30686628546FD","B98C8B2C4EB060B2853BCD42D16D9ED1","MIDWEST","EAST NORTH CENTRAL","NEXGEN HEALTH SOLUTIONS","Y","false","East North Central","536-555-6979",
"1861975088","05A862410D42249C88B45A5C75666B6B","UNITY GENERAL HOSPITAL, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05A862410D42249C88B45A5C75666B6B","119545","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1902214281","05AB1D27472BB41DD35BBC286B2B9605","WOROBEL, DESSIE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05AB1D27472BB41DD35BBC286B2B9605","89543","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1598428104","05AC71D25085C11950411B56A66A1463","FOREST HILLS MEDICAL PARTNERS, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05AC71D25085C11950411B56A66A1463","111290","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1568902047","05AFC5A314762CBCD038DC08262D03F9","VANDERVELDE, THELMA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05AFC5A314762CBCD038DC08262D03F9","17160","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1023061496","05B48F705B8A6B2608554E2DD8629997","SOUTHWEST REGIONAL HEALTH CENTER, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05B48F705B8A6B2608554E2DD8629997","32010","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1225262934","05B6F6FCEC41E35EAA8313E5A6861EDB","ONDRACEK, WALLACE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05B6F6FCEC41E35EAA8313E5A6861EDB","6796","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1225277072","05BB4F01DBE8DD179702DF7544E9DFF3","ABERTS, BARRY","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05BB4F01DBE8DD179702DF7544E9DFF3","6821","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1104096478","05C08A541B3F2DFB6254B6318D0DED37","PROVENZA, ZELLA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05C08A541B3F2DFB6254B6318D0DED37","96484","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1750325858","05C960981F97BEACEBCA7E07457B8C55","NORDNESS, MICHEL","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05C960981F97BEACEBCA7E07457B8C55","84947","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
,"05D3B053EFA7C49488BFA194E2F132B2","WESTSIDE HEALTH NETWORK, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05D3B053EFA7C49488BFA194E2F132B2","92517","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1801825997","05D6802393246EF143E616EC6E7174F2","WESTSIDE HEALTH NETWORK, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05D6802393246EF143E616EC6E7174F2","117769","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1912987611","05E11F43D53161BCBC830C5B958704D3","REDWOOD REGIONAL MEDICAL, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05E11F43D53161BCBC830C5B958704D3","59130","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1871936153","05EB9093A15AE3F822960BD714A0479B","TRABING, PIERRE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05EB9093A15AE3F822960BD714A0479B","88666","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1740474931","05F6D1D03431B87E361E19FBBC178E69","HANKERSON, TENA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05F6D1D03431B87E361E19FBBC178E69","53655","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1740558493","05F95C5C178079B8D5065A0DCF8F3402","BROER, MYRTIS","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05F95C5C178079B8D5065A0DCF8F3402","53779","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1740541267","05FFC1BB11BAE831869D0FE77D5916DF","CASCELLA, SADIE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/05FFC1BB11BAE831869D0FE77D5916DF","53756","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1184678310","06039AFAA56C500445AB11DE9A1BDC8E","MOOTRY, MARIE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06039AFAA56C500445AB11DE9A1BDC8E","98981","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1457462483","060823F900F53F17B6DD5BADCCD582A2","KARNS, ZACHARY","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/060823F900F53F17B6DD5BADCCD582A2","75855","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1912139551","060BB5E0979386F64410664E5B7BE8E7","PEREZRIOS, NELLO","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/060BB5E0979386F64410664E5B7BE8E7","120728","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1760693667","061B8A6EAC2BE6709018C8CE45E7E1E3","PILNEY, JAN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/061B8A6EAC2BE6709018C8CE45E7E1E3","54284","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
,"061EC66C40E7D72D47AF9D4FB747CA46","OCEANFRONT MEDICAL GROUP, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/061EC66C40E7D72D47AF9D4FB747CA46","30247","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1932411683","062B91BC9381A7CE9A95CEAE66B0956A","DIMITROV, ELLEN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/062B91BC9381A7CE9A95CEAE66B0956A","59238","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
,"0630643E520B0F354F256DC1DF8C17ED","unknown provider, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0630643E520B0F354F256DC1DF8C17ED","92903","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1184146078","0632D7994C7D8443281F1C9CA153D01E","PAVLIS, MICHEL","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0632D7994C7D8443281F1C9CA153D01E","5398","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1760569420","063BBC3E7D66282E65541081D758A8AA","HUNTSINGER, CAELAN","Supplied","/198255D31AC24F28855C23932FDB5FB4/84929AEBE23A758A4C7737DF1A93D649/8BCA14F732A61AF1B62E5B44299C283B/063BBC3E7D66282E65541081D758A8AA",,"3","1","1","2025-12-05 22:28:49.719","198255D31AC24F28855C23932FDB5FB4","84929AEBE23A758A4C7737DF1A93D649","8BCA14F732A61AF1B62E5B44299C283B","NORTHEAST","NEW ENGLAND","UNITYCARE NETWORK","Y","false","New England","536-555-6979",
"1851313381","06418A08782AD1152908EE98647AB71D","SCHINDLBECK, WESLEY","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06418A08782AD1152908EE98647AB71D","56754","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1336144799","06517950992CB38411AD07F6EA77450A","CASCADE HEALTH COOPERATIVE, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06517950992CB38411AD07F6EA77450A","9731","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1336678556","066D9E2D4C40456091CAF89FECA893B0","ARAMAKI, GLENN","Supplied","/CFA1B40182A2F0036F099E5480FC308E/C93D0FADD56EECD9251B9BDE51D2FBEA/50FF2F5AC1750C40E1F37E2C9AC1FD29/066D9E2D4C40456091CAF89FECA893B0",,"3","1","1","2025-12-05 22:28:49.719","CFA1B40182A2F0036F099E5480FC308E","C93D0FADD56EECD9251B9BDE51D2FBEA","50FF2F5AC1750C40E1F37E2C9AC1FD29","WEST","MOUNTAIN","COASTALCARE HEALTH","Y","false","Mountain","536-555-6979",
"1326518085","0675D86094E530B314583B376DBB14FD","UNDEM, ROGELIO","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0675D86094E530B314583B376DBB14FD","72317","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1093716979","06866B75CEBB3802FA92222D523276D9","RIVER VALLEY MEDICAL CENTER, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06866B75CEBB3802FA92222D523276D9","2629","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1336147073","068EF927B7CD361CF87CCCD4442DB7B9","MELLIN, VAN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/068EF927B7CD361CF87CCCD4442DB7B9","9746","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1538133855","06984A471074173E11E7BDA5927750F3","GATEWAY HEALTH CENTER, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06984A471074173E11E7BDA5927750F3","109459","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1952417610","06A0D1CAD536921748979943219DBC6A","VONDERSAAR, BROGAN","Supplied","/05724AADFD5A7F4673CCA89A4946BDBB/F7F1DCAB1E97D7297C330E160603AC7D/8DF5401AA799EBBD1D6404C05DA1D452/06A0D1CAD536921748979943219DBC6A",,"3","1","1","2025-12-05 22:28:49.719","05724AADFD5A7F4673CCA89A4946BDBB","F7F1DCAB1E97D7297C330E160603AC7D","8DF5401AA799EBBD1D6404C05DA1D452","MIDWEST","WEST NORTH CENTRAL","EVERGREEN HEALTH SYSTEMS","Y","false","West North Central","536-555-6979",
"1417934654","06A3DF2DC13810A0603914116AA2F64E","HARMONY HEALTHCARE, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06A3DF2DC13810A0603914116AA2F64E","12479","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1710247515","06AECE2DD8B714328679CF56A9D84383","REDWOOD REGIONAL MEDICAL, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06AECE2DD8B714328679CF56A9D84383","21246","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1356641401","06B0C4BD5CE82E280B51BE6C7749F6F5","WOULFE, CARMEN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06B0C4BD5CE82E280B51BE6C7749F6F5","10808","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1831692540","06B5D9179614BDEE90C3CACEFAF26D5F","METRO COMMUNITY MEDICAL, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06B5D9179614BDEE90C3CACEFAF26D5F","87828","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1043695869","06B7D1899DE700454D5B203B0F497F12","STUHL, PEARLIE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06B7D1899DE700454D5B203B0F497F12","63770","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1033618848","06C04D1FB55B0495E1FCDEDC614FAFD5","DEDONATO, ZARA","Supplied","/2F9A1A5CCB8EEC79D4995321B037D46A/6D3CCE53C0CEC8B10EA8D6B3F9C14F2E/FBB836D9B565C017F66C1464EA661E35/06C04D1FB55B0495E1FCDEDC614FAFD5",,"3","1","1","2025-12-05 22:28:49.719","2F9A1A5CCB8EEC79D4995321B037D46A","6D3CCE53C0CEC8B10EA8D6B3F9C14F2E","FBB836D9B565C017F66C1464EA661E35","SOUTH","EAST SOUTH CENTRAL","SOLSTICE HEALTH GROUP","Y","false","East South Central","536-555-6979",
"1013431691","06CA8F4F072D4A46D29915DFFE50C148","NORTHERN PLAINS HEALTH NETWORK, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06CA8F4F072D4A46D29915DFFE50C148","93805","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1841603750","06CB8DA3825BC060C23587C7AE66AB3A","TINSMAN, ROWAN","Supplied","/05724AADFD5A7F4673CCA89A4946BDBB/A512E6DBBF7B4556ACE30686628546FD/5A27A4404AF4F1700CA80E25C97CB10F/06CB8DA3825BC060C23587C7AE66AB3A",,"3","1","1","2025-12-05 22:28:49.719","05724AADFD5A7F4673CCA89A4946BDBB","A512E6DBBF7B4556ACE30686628546FD","5A27A4404AF4F1700CA80E25C97CB10F","MIDWEST","EAST NORTH CENTRAL","VANGUARD MEDICAL GROUP","Y","false","East North Central","536-555-6979",
"1992032577","06D23368EB19E2123BB63C02A29555E7","SMUTS, RUDY","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06D23368EB19E2123BB63C02A29555E7","29429","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1437167483","06F436F304E386DFF97F9CE66043623B","CARIDAD, NITA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06F436F304E386DFF97F9CE66043623B","75172","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1154805687","06FB1DDA5C0FD43B8BC1A82D7CEAB94B","HIGHLAND REGIONAL HOSPITAL, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/06FB1DDA5C0FD43B8BC1A82D7CEAB94B","4498","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1902335557","0706320AA60AAC733F1051BE75DC8848","RUMSEY, VIDA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0706320AA60AAC733F1051BE75DC8848","89704","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1043651516","071015FAC54737BABAC60633A06FC6B0","BUCHMAN, BERYL","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/071015FAC54737BABAC60633A06FC6B0","63702","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
