"_hoodie_commit_time","_hoodie_commit_seqno","_hoodie_record_key","_hoodie_partition_path","_hoodie_file_name","center_id","patient_id","provider_id","first_name","middle_name","last_name","race","ethnicity","language","email","address1","address2","city","county","state","zip","phone","birth_date","death_date","patient_status","create_timestamp","delete_ind","sex","modify_timestamp","mrn","loaded_from_file","guarantor_self_ind","guarantor_id","homelessness_status","migrant_status","veteran_status","ssn","income","family_size","alias","guarantor_relationship","phone2","advance_directive_ind","billing_account_id","usual_location","opt_in_ind","mail_address1","mail_address2","mail_city","mail_state","mail_zip","medicaid_id","occupation","race_scrubbed","language_scrubbed","ethnicity_scrubbed","patient_status_scrubbed","test_patient_ind","scrubbed","outreach_opt_out","id","patient","exportcategory","deleted_reason","quality_fail_reason","row_hash","extract_timeseries_bucket","availability","_arcadia_source","year_bucket","deleted","lowquality","transitioned"
"20250227170954232","20250227170954232_0_116","availability:beta,center_id:2000,patient_id:621599012822","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","621599012822","116173228439","ROXANNE",,"TICEHURST","AMERICAN INDIAN OR ALASKA NATIVE","HISPANIC OR LATINO","SPANISH","ROXANNE.TICEHURST@arcadia.example.com","289 BROOKLINE STREET",,"CAMBRIDGE","Middlesex","MA","02139","(508) 555-6366","1968-04-17 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","74144","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","74144",,,,,,,,,"(508) 555-2584","0",,,,"289 BROOKLINE STREET",,"CAMBRIDGE","MA","02139",,,"AMERICAN INDIAN OR ALASKA NATIVE","SPANISH","HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.621599012822","urn:doid:arcadia.io:patient!arcgd.2000.621599012822","511",,,"201617823","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_117","availability:beta,center_id:2000,patient_id:324608146045","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","324608146045","116173228439","GERALD",,"MIZENKO","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH",,"203 AUDUBON ROAD",,"Fayetteville","Onondaga","NY","13066","(585) 555-3734","1996-08-29 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","73749","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","73749",,,,,,,,,,"0",,,,"203 AUDUBON ROAD",,"Fayetteville","NY","13066",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.324608146045","urn:doid:arcadia.io:patient!arcgd.2000.324608146045","511",,,"1420781456","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_118","availability:beta,center_id:2000,patient_id:343504225874","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","343504225874","116173228439","DARLEEN",,"SEABOLD","WHITE","NOT HISPANIC OR LATINO","ENGLISH",,"11 MAYOR THOMAS J MCGRATH HIGHWAY",,"QUINCY","Norfolk","MA","02169","(413) 555-8993","1970-05-05 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","70105","2024_11_18_000000_clinical2000_patient_00000.csv.gz_2024_11_18_000000_clinical2000_patient_00000.csv.gz.1732054238866","1","70105",,,,,,,,,,"0",,,,"11 MAYOR THOMAS J MCGRATH HIGHWAY",,"QUINCY","MA","02169",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.343504225874","urn:doid:arcadia.io:patient!arcgd.2000.343504225874","511",,,"2109921502","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_119","availability:beta,center_id:2000,patient_id:201489894239","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","201489894239","116173228439","ZACHARY",,"POMONIS","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH","ZACHARY.POMONIS@arcadia.example.com","1745 CHRISLER AVENUE",,"Schenectady","Schenectady","NY","12303","(585) 555-7306","1970-09-22 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","74654","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","74654",,,,"042-45-3648",,,,,,"0",,,,"1745 CHRISLER AVENUE",,"Schenectady","NY","12303",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.201489894239","urn:doid:arcadia.io:patient!arcgd.2000.201489894239","511",,,"198413144","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_120","availability:beta,center_id:2000,patient_id:251049444532","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","251049444532","116173228439","DUNCAN",,"KREMIN","WHITE","NOT HISPANIC OR LATINO","ENGLISH","DUNCAN.KREMIN@arcadia.example.com","20 WINSLOW AVENUE",,"Buffalo","Erie","NY","14208","(607) 555-5939","1948-12-27 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","71203","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","71203",,,,,,,,,,"0",,,,"20 WINSLOW AVENUE",,"Buffalo","NY","14208",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.251049444532","urn:doid:arcadia.io:patient!arcgd.2000.251049444532","511",,,"-1768069676","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_121","availability:beta,center_id:2000,patient_id:336549251122","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","336549251122","116173228439","KIRA","ANDY","JEZIERSKI","WHITE","NOT HISPANIC OR LATINO","ENGLISH","KIRA.JEZIERSKI@arcadia.example.com","115 MAPLE AVENUE",,"Ithaca","Tompkins","NY","14850","(585) 555-3065","1948-11-09 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","5294","2024_11_18_000000_clinical2000_patient_00000.csv.gz_2024_11_18_000000_clinical2000_patient_00000.csv.gz.1732054238866","1","5294",,,,,,,,,,"0",,,,"115 MAPLE AVENUE",,"Ithaca","NY","14850",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.336549251122","urn:doid:arcadia.io:patient!arcgd.2000.336549251122","511",,,"1537339898","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_122","availability:beta,center_id:2000,patient_id:546248891965","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","546248891965","116173228439","LORA",,"SUDIA","WHITE","NOT HISPANIC OR LATINO","ENGLISH",,"4 BEACON WAY",,"Jersey City","Hudson","NJ","07304","(201) 555-7996","1950-07-27 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","71809","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","71809",,,,"057-56-9610",,,,,,"0",,,,"4 BEACON WAY",,"Jersey City","NJ","07304",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.546248891965","urn:doid:arcadia.io:patient!arcgd.2000.546248891965","511",,,"2080048600","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_123","availability:beta,center_id:2000,patient_id:066111550248","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","066111550248","116173228439","CLEMENT","ANDY","SCHECTER","WHITE","NOT HISPANIC OR LATINO","ENGLISH","CLEMENT.SCHECTER@arcadia.example.com","15 STIRRUP WAY",,"Princeton","Somerset","NJ","08540","(848) 555-0125","1945-10-18 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","70903","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","70903",,,,"035-14-0859",,,,,,"0",,,,"15 STIRRUP WAY",,"Princeton","NJ","08540",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.066111550248","urn:doid:arcadia.io:patient!arcgd.2000.066111550248","511",,,"1792621264","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_124","availability:beta,center_id:2000,patient_id:543835895203","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","543835895203","116173228439","VERONICA",,"VUYYURU","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH","VERONICA.VUYYURU@arcadia.example.com","1301 BURNET AVENUE",,"Syracuse","Onondaga","NY","13206","(315) 555-5356","1980-07-12 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","73704","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","73704",,,,,,,,,,"0",,,,"1301 BURNET AVENUE",,"Syracuse","NY","13206",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.543835895203","urn:doid:arcadia.io:patient!arcgd.2000.543835895203","511",,,"-1875028267","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_125","availability:beta,center_id:2000,patient_id:840811015964","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","840811015964",,"PEDRO",,"IRISH",,,,"PEDRO.IRISH@arcadia.example.com","14 STONE HILL ROAD",,"MARLBOROUGH","Middlesex","MA","01752","(351) 555-1337","2004-06-28 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","74393","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","74393",,,,,,,,,,"0",,,,"14 STONE HILL ROAD",,"MARLBOROUGH","MA","01752",,,,,,"ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.840811015964","urn:doid:arcadia.io:patient!arcgd.2000.840811015964","511",,,"1585582353","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_126","availability:beta,center_id:2000,patient_id:035842666933","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","035842666933","116173228439","MABLE",,"WIEDEMEIER","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH","MABLE.WIEDEMEIER@arcadia.example.com","107 OGDEN AVENUE",,"Collingswood","Camden","NJ","08108","(848) 555-5914","1961-12-27 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","74302","2024_11_18_000000_clinical2000_patient_00004.csv.gz_2024_11_18_000000_clinical2000_patient_00004.csv.gz.1732054239039","1","74302",,,,,,,,,,"0",,,,"107 OGDEN AVENUE",,"Collingswood","NJ","08108",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.035842666933","urn:doid:arcadia.io:patient!arcgd.2000.035842666933","511",,,"975162456","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_127","availability:beta,center_id:2000,patient_id:225348472433","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","225348472433","116173228439","ALPHONSO",,"WIEDRICH","REFUSED TO REPORT","DOES NOT KNOW","<NOMAP>","ALPHONSO.WIEDRICH@arcadia.example.com","75 REDWOOD DRIVE",,"East Haven","New Haven","CT","06513","(860) 555-8098","1994-11-16 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","73740","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","73740",,,,"236-12-5606",,,,,,"0",,,,"75 REDWOOD DRIVE",,"East Haven","CT","06513",,,"REFUSED TO REPORT","<NOMAP>","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.225348472433","urn:doid:arcadia.io:patient!arcgd.2000.225348472433","511",,,"1631134076","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_128","availability:beta,center_id:2000,patient_id:983816645665","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","983816645665","116173228439","CELIA",,"NAHAY","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH","CELIA.NAHAY@arcadia.example.com","678 14TH AVENUE",,"Paterson","Passaic","NJ","07504","(640) 555-9836","1993-10-06 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","72575","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","72575",,,,"121-97-8331",,,,,,"0",,,,"678 14TH AVENUE",,"Paterson","NJ","07504",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.983816645665","urn:doid:arcadia.io:patient!arcgd.2000.983816645665","511",,,"-1339097557","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_129","availability:beta,center_id:2000,patient_id:482086452569","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","482086452569","116173228439","MATHEW",,"VOGELBACHER","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH","MATHEW.VOGELBACHER@arcadia.example.com","7 JAMESTOWNE ROAD",,"Manalapan","Monmouth","NJ","07726","(201) 555-0697","1953-04-10 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","72976","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","72976",,,,"927-39-5090",,,,,,"0",,,,"7 JAMESTOWNE ROAD",,"Manalapan","NJ","07726",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.482086452569","urn:doid:arcadia.io:patient!arcgd.2000.482086452569","511",,,"1738025385","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_130","availability:beta,center_id:2000,patient_id:002975251264","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","002975251264","116173228439","KENNEDY",,"JOSHI","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH","KENNEDY.JOSHI@arcadia.example.com","28 TIOGA DRIVE",,"Howell","Monmouth","NJ","07731","(551) 555-0512","1981-01-17 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","74077","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","74077",,,,"046-53-5299",,,,,,"0",,,,"28 TIOGA DRIVE",,"Howell","NJ","07731",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.002975251264","urn:doid:arcadia.io:patient!arcgd.2000.002975251264","511",,,"-72552125","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_131","availability:beta,center_id:2000,patient_id:254764406926","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","254764406926","116173228439","JACOB",,"JAUCH","WHITE","NOT HISPANIC OR LATINO","ENGLISH","JACOB.JAUCH@arcadia.example.com","72 SOUTHVIEW WAY",,"FALMOUTH","Barnstable","MA","02536","(978) 555-1439","1943-02-05 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","79843","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","79843",,,,"199-14-4492",,,,,"(978) 555-1439","0",,,,"72 SOUTHVIEW WAY",,"FALMOUTH","MA","02536",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.254764406926","urn:doid:arcadia.io:patient!arcgd.2000.254764406926","511",,,"332055105","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_132","availability:beta,center_id:2000,patient_id:266979725437","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","266979725437","116173228439","KURT",,"LONERO","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH","KURT.LONERO@arcadia.example.com","157-7 24 AVENUE",,"Flushing","Queens","NY","11354","(347) 555-8876","2014-06-19 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","74785","2024_11_18_000000_clinical2000_patient_00001.csv.gz_2024_11_18_000000_clinical2000_patient_00001.csv.gz.1732054238753","1","74785",,,,"408-09-7110",,,,,,"0",,,,"157-7 24 AVENUE",,"Flushing","NY","11354",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.266979725437","urn:doid:arcadia.io:patient!arcgd.2000.266979725437","511",,,"47557071","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_133","availability:beta,center_id:2000,patient_id:363375384588","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","363375384588",,"SHELBY",,"BEHUNIAK",,,,,"638 CENTRAL AVENUE",,"Dunkirk","Chautauqua","NY","14048","(646) 555-6950","1944-04-12 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","73971","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","6",,,,,,,,,,"0",,,,"638 CENTRAL AVENUE",,"Dunkirk","NY","14048",,,,,,"ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.363375384588","urn:doid:arcadia.io:patient!arcgd.2000.363375384588","511",,,"-909538126","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_134","availability:beta,center_id:2000,patient_id:212967476245","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","212967476245","116173228439","SYLVESTER","OCEAN","SACCOCCIO","WHITE","NOT HISPANIC OR LATINO","ENGLISH","SYLVESTER.SACCOCCIO@arcadia.example.com","32 CHURCH STREET",,"BOSTON","Suffolk","MA","02122","(978) 555-1009","1934-10-06 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","79358","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","79358",,,,"016-18-8728",,,,,"(978) 555-1717","0",,,,"32 CHURCH STREET",,"BOSTON","MA","02122",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.212967476245","urn:doid:arcadia.io:patient!arcgd.2000.212967476245","511",,,"895581581","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_135","availability:beta,center_id:2000,patient_id:980474432428","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","980474432428","116173228439","ALLIE",,"BREDOW","WHITE","NOT HISPANIC OR LATINO","ENGLISH","ALLIE.BREDOW@arcadia.example.com","81 SHERWOOD AVENUE",,"Rensselaer","Rensselaer","NY","12144","(646) 555-4759","1946-09-29 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","79961","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","79961",,,,"939-06-3367",,,,,,"0",,,,"81 SHERWOOD AVENUE",,"Rensselaer","NY","12144",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.980474432428","urn:doid:arcadia.io:patient!arcgd.2000.980474432428","511",,,"1094889590","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_136","availability:beta,center_id:2000,patient_id:363121372676","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","363121372676","116173228439","KELSEY",,"WYKLE","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH","KELSEY.WYKLE@arcadia.example.com","734 CASTLEMAN DRIVE",,"Westfield","Union","NJ","07090","(973) 555-7823","1982-08-31 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","M","2025-02-27 16:11:40.000","72118","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","72118",,,,"034-37-7130",,,,,,"0",,,,"734 CASTLEMAN DRIVE",,"Westfield","NJ","07090",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.363121372676","urn:doid:arcadia.io:patient!arcgd.2000.363121372676","511",,,"906558590","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_137","availability:beta,center_id:2000,patient_id:692730322401","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","692730322401","065495511777","KELI","ANDY","BECKELMAN","WHITE","NOT HISPANIC OR LATINO","ENGLISH",,"244 DELAWARE PARKWAY",,"Villas","Cape May","NJ","08251","(551) 555-8051","1937-03-19 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","70955","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","70955",,,,"046-38-2892",,,,,,"0",,,,"244 DELAWARE PARKWAY",,"Villas","NJ","08251",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.692730322401","urn:doid:arcadia.io:patient!arcgd.2000.692730322401","511",,,"-1218096347","1970-01","beta","gdclin2000","1970","false","false","false"
"20250227170954232","20250227170954232_0_138","availability:beta,center_id:2000,patient_id:404304391102","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","58be2320-e9f9-4780-80c1-795396dd3efd-0_0-229-929_20250708142245233.parquet","2000","404304391102","370433877987","JOSEPH",,"HAIGHT","WHITE","HISPANIC OR LATINO","ENGLISH","JOSEPH.HAIGHT@arcadia.example.com","2554 TREMONT AVENUE",,"Bronx","Bronx","NY","10461","(212) 555-8485","1996-04-18 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","0","F","2025-02-27 16:11:40.000","72242","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","72242",,,,,,,,,,"0",,,,"2554 TREMONT AVENUE",,"Bronx","NY","10461",,,"WHITE","ENGLISH","HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.404304391102","urn:doid:arcadia.io:patient!arcgd.2000.404304391102","511",,,"-1933391404","1970-01","beta","gdclin2000","1970","false","false","false"
